"ratios","interessante regioner"
0.01, 42115
0.06, 42217
0.11, 42400
0.16, 41191
0.21, 40599
0.26, 40054
0.31, 37853
0.36, 38175
0.41, 37172
0.46, 32643
0.51, 42958
0.56, 42484
0.61, 41087
0.66, 41056
0.71, 39146
0.76, 38515
0.81, 37050
0.86, 37230
0.91, 36108
0.96, 31838
