"ratios","interessante regioner"
1101-1150, 2.42105263158
1151-1200, 3.0843373494
1201-1250, 0.333333333333
1251-1300, 3.64864864865
1301-1350, 4.75
1351-1400, 3.94413407821
1401-1450, 4.35561160151
1451-1500, 4.1090487239
1501-1550, 3.29108433735
1551-1600, 2.92206790123
1601-1650, 2.61956521739
1651-1700, 3.06114285714
1701-1750, 3.09240622141
1751-1800, 3.18381344307
1801-1850, 2.51724137931
1851-1900, 2.58100558659
