"ratios","interessante regioner"
1351-1400, 0.888888888889
1401-1450, 1.36363636364
1451-1500, 1.0
1501-1550, 1.02678571429
1551-1600, 0.5
1601-1650, 0.588235294118
1651-1700, 0.666666666667
1701-1750, 0.333333333333
1751-1800, 0.545454545455
1801-1850, 1.0
1851-1900, 0.0
