"ratios","interessante regioner"
1101-1150, 2.47368421053
1151-1200, 4.12048192771
1201-1250, 1.16666666667
1251-1300, 4.51351351351
1301-1350, 4.89259259259
1351-1400, 3.69832402235
1401-1450, 4.58764186633
1451-1500, 4.22505800464
1501-1550, 3.26313253012
1551-1600, 2.92438271605
1601-1650, 2.37296195652
1651-1700, 2.18971428571
1701-1750, 2.66422689844
1751-1800, 2.17695473251
1801-1850, 1.94719827586
1851-1900, 2.2905027933
