"ratios","interessante regioner"
1351-1400, 0.777777777778
1401-1450, 1.06293706294
1451-1500, 0.605263157895
1501-1550, 0.767857142857
1551-1600, 0.5625
1601-1650, 0.576470588235
1651-1700, 0.547619047619
1701-1750, 0.777777777778
1751-1800, 0.727272727273
1801-1850, 0.714285714286
1851-1900, 0.5
