"ratios","interessante regioner"
Othe, 2.0
Dutch, 0.578125
Danish, 0.0
Netherlandish, 1.26315789474
French, 0.4
Russia, 0.666666666667
Spanish, 0.272727272727
Greek, 2.0
America, 1.0
Swiss, 0.0
Italia, 1.07121661721
Irish, 2.0
Flemish, 0.75
Germa, 0.925
Austria, 1.0
