"ratios","interessante regioner"
Othe, 0.0
Dutch, 0.53125
Danish, 0.0
Netherlandish, 0.736842105263
French, 0.4
Russia, 0.666666666667
Spanish, 0.454545454545
Greek, 0.5
America, 1.0
Swiss, 1.5
Italia, 0.824925816024
Irish, 2.0
Flemish, 0.625
Germa, 0.95
Austria, 1.14285714286
