"ratios","interessante regioner"
1101-1150, 3.63157894737
1151-1200, 4.39759036145
1201-1250, 3.5
1251-1300, 3.37837837838
1301-1350, 4.96851851852
1351-1400, 3.70391061453
1401-1450, 4.52837326608
1451-1500, 4.32134570766
1501-1550, 3.43277108434
1551-1600, 3.05401234568
1601-1650, 2.08661684783
1651-1700, 1.95885714286
1701-1750, 2.22232387923
1751-1800, 1.56927297668
1801-1850, 2.13038793103
1851-1900, 2.11173184358
