"ratios","interessante regioner"
1351-1400, 3.62962962963
1401-1450, 4.93006993007
1451-1500, 3.26315789474
1501-1550, 3.58928571429
1551-1600, 2.375
1601-1650, 2.38823529412
1651-1700, 2.47619047619
1701-1750, 2.11111111111
1751-1800, 2.63636363636
1801-1850, 2.64285714286
1851-1900, 0.5
