"ratios","interessante regioner"
Othe, 0.0
Dutch, 0.6875
Danish, 0.0
Netherlandish, 1.15789473684
French, 0.4
Russia, 0.5
Spanish, 0.454545454545
Greek, 0.5
America, 1.0
Swiss, 0.5
Italia, 0.86646884273
Irish, 0.0
Flemish, 0.6875
Germa, 0.675
Austria, 1.0
