"ratios","interessante regioner"
1351-1400, 0.703703703704
1401-1450, 1.04195804196
1451-1500, 0.763157894737
1501-1550, 0.910714285714
1551-1600, 0.6875
1601-1650, 0.658823529412
1651-1700, 0.642857142857
1701-1750, 0.333333333333
1751-1800, 0.363636363636
1801-1850, 0.5
1851-1900, 0.0
