"ratios","interessante regioner"
Othe, 0.0
Dutch, 0.5
Danish, 0.0
Netherlandish, 1.36842105263
French, 0.4
Russia, 0.333333333333
Spanish, 0.636363636364
Greek, 1.0
America, 1.0
Swiss, 0.5
Italia, 1.05044510386
Irish, 1.0
Flemish, 0.5
Germa, 1.0
Austria, 1.28571428571
